,n,t,r,d,i,id,iter
0,30,100,1,0.8,0,30000,10
1,30,100,1,0.8,1,30000,10
2,30,100,1,0.8,2,30000,10
3,30,100,1,0.8,3,30000,10
4,30,100,1,1.1,4,30000,10
5,30,100,1,1.1,5,30000,10
6,30,100,1,1.1,6,30000,10
7,30,100,1,1.1,7,30000,10
8,30,100,1,1.4,8,30000,10
9,30,100,1,1.4,9,30000,10
10,30,100,1,1.7,10,30000,10
11,30,100,1,1.9,11,30000,10
12,30,100,1,1.9,12,30000,10
13,30,100,1,1.9,13,30000,10
14,30,100,1,1.9,14,30000,10
15,30,100,1,1.9,15,30000,10
16,30,100,1,2.1,16,30000,10
17,30,100,1,2.1,17,30000,10
18,30,100,1,2.1,18,30000,10
19,30,100,1,2.1,19,30000,10
20,30,100,1,2.1,20,30000,10
21,30,100,1,2.3,21,30000,10
22,30,100,1,2.4,22,30000,10
23,30,100,1,2.7,23,30000,10
24,30,100,1,2.7,24,30000,10
25,30,100,1,2.7,25,30000,10
26,30,100,1,2.7,26,30000,10
27,30,100,1,2.7,27,30000,10
28,30,100,1,2.9,28,30000,10
29,30,100,1,2.9,29,30000,10
30,30,100,1,2.9,30,30000,10
31,30,100,1,2.9,31,30000,10
32,30,100,1,3.4,32,30000,10
33,30,100,1,4.0,33,30000,10
34,30,100,1,4.0,34,30000,10
35,30,100,1,4.0,35,30000,10
36,30,100,1,4.1,36,30000,10
37,30,100,1,4.2,37,30000,10
38,30,100,1,4.2,38,30000,10
39,30,100,1,4.2,39,30000,10
40,30,100,1,4.2,40,30000,10
41,30,100,1,4.2,41,30000,10
42,30,100,1,4.2,42,30000,10
43,30,100,1,4.2,43,30000,10
44,30,100,1,4.2,44,30000,10
45,30,100,1,4.5,45,30000,10
46,30,100,1,4.5,46,30000,10
47,30,100,1,4.8,47,30000,10
48,30,100,1,4.8,48,30000,10
49,30,100,1,4.8,49,30000,10
50,30,100,1,4.9,50,30000,10
51,30,100,1,5.2,51,30000,10
52,30,100,1,5.2,52,30000,10
53,30,100,1,5.4,53,30000,10
54,30,100,1,5.4,54,30000,10
55,30,100,1,5.7,55,30000,10
56,30,100,1,5.7,56,30000,10
57,30,100,1,5.8,57,30000,10
58,30,100,1,5.8,58,30000,10
59,30,100,1,5.8,59,30000,10
60,30,100,1,5.8,60,30000,10
61,30,100,1,5.8,61,30000,10
62,30,100,1,5.8,62,30000,10
63,30,100,1,5.8,63,30000,10
64,30,100,1,5.8,64,30000,10
65,30,100,1,5.8,65,30000,10
66,30,100,1,5.8,66,30000,10
67,30,100,1,5.8,67,30000,10
68,30,100,1,5.8,68,30000,10
69,30,100,1,5.8,69,30000,10
70,30,100,1,5.8,70,30000,10
71,30,100,1,5.8,71,30000,10
72,30,100,1,5.8,72,30000,10
73,30,100,1,5.8,73,30000,10
74,30,100,1,5.8,74,30000,10
75,30,100,1,5.8,75,30000,10
76,30,100,1,5.9,76,30000,10
77,30,100,1,6.1,77,30000,10
78,30,100,1,6.1,78,30000,10
79,30,100,1,6.4,79,30000,10
80,30,100,1,6.5,80,30000,10
81,30,100,1,6.5,81,30000,10
82,30,100,1,6.5,82,30000,10
83,30,100,1,6.5,83,30000,10
84,30,100,1,6.5,84,30000,10
85,30,100,1,6.5,85,30000,10
86,30,100,1,6.5,86,30000,10
87,30,100,1,6.5,87,30000,10
88,30,100,1,6.5,88,30000,10
89,30,100,1,6.5,89,30000,10
90,30,100,1,6.5,90,30000,10
91,30,100,1,6.5,91,30000,10
92,30,100,1,6.7,92,30000,10
93,30,100,1,6.7,93,30000,10
94,30,100,1,6.7,94,30000,10
95,30,100,1,6.7,95,30000,10
96,30,100,1,6.7,96,30000,10
97,30,100,1,7.1,97,30000,10
98,30,100,1,7.1,98,30000,10
99,30,100,1,7.1,99,30000,10
100,30,100,1,7.2,100,30000,10
101,30,100,1,7.2,101,30000,10
102,30,100,1,7.2,102,30000,10
103,30,100,1,6.2,103,30000,10
104,30,100,1,6.2,104,30000,10
105,30,100,1,6.2,105,30000,10
106,30,100,1,6.2,106,30000,10
107,30,100,1,6.4,107,30000,10
108,30,100,1,6.4,108,30000,10
109,30,100,1,6.4,109,30000,10
110,30,100,1,6.4,110,30000,10
111,30,100,1,6.4,111,30000,10
112,30,100,1,6.5,112,30000,10
113,30,100,1,6.6,113,30000,10
114,30,100,1,6.6,114,30000,10
115,30,100,1,6.6,115,30000,10
116,30,100,1,6.6,116,30000,10
117,30,100,1,6.6,117,30000,10
118,30,100,1,6.6,118,30000,10
119,30,100,1,6.8,119,30000,10
120,30,100,1,7.0,120,30000,10
121,30,100,1,7.0,121,30000,10
122,30,100,1,7.0,122,30000,10
123,30,100,1,7.0,123,30000,10
124,30,100,1,7.0,124,30000,10
125,30,100,1,7.0,125,30000,10
126,30,100,1,7.0,126,30000,10
127,30,100,1,7.0,127,30000,10
128,30,100,1,7.0,128,30000,10
129,30,100,1,7.0,129,30000,10
130,30,100,1,7.1,130,30000,10
131,30,100,1,7.1,131,30000,10
132,30,100,1,7.1,132,30000,10
133,30,100,1,7.1,133,30000,10
134,30,100,1,7.4,134,30000,10
135,30,100,1,7.4,135,30000,10
136,30,100,1,7.4,136,30000,10
137,30,100,1,7.4,137,30000,10
138,30,100,1,7.4,138,30000,10
139,30,100,1,7.9,139,30000,10
140,30,100,1,7.9,140,30000,10
141,30,100,1,8.1,141,30000,10
142,30,100,1,8.1,142,30000,10
143,30,100,1,8.4,143,30000,10
144,30,100,1,8.4,144,30000,10
145,30,100,1,8.5,145,30000,10
146,30,100,1,8.5,146,30000,10
147,30,100,1,8.6,147,30000,10
148,30,100,1,8.6,148,30000,10
149,30,100,1,8.6,149,30000,10
150,30,100,1,8.6,150,30000,10
151,30,100,1,8.6,151,30000,10
152,30,100,1,8.6,152,30000,10
153,30,100,1,8.6,153,30000,10
154,30,100,1,8.6,154,30000,10
155,30,100,1,8.6,155,30000,10
156,30,100,1,8.6,156,30000,10
157,30,100,1,8.6,157,30000,10
158,30,100,1,8.6,158,30000,10
159,30,100,1,8.9,159,30000,10
160,30,100,1,8.9,160,30000,10
161,30,100,1,8.9,161,30000,10
162,30,100,1,9.1,162,30000,10
163,30,100,1,9.5,163,30000,10
164,30,100,1,9.5,164,30000,10
165,30,100,1,9.5,165,30000,10
166,30,100,1,9.5,166,30000,10
167,30,100,1,9.5,167,30000,10
168,30,100,1,9.5,168,30000,10
169,30,100,1,9.5,169,30000,10
170,30,100,1,9.5,170,30000,10
171,30,100,1,9.5,171,30000,10
172,30,100,1,9.7,172,30000,10
173,30,100,1,9.7,173,30000,10
174,30,100,1,9.8,174,30000,10
175,30,100,1,10.2,175,30000,10
176,30,100,1,10.2,176,30000,10
177,30,100,1,10.2,177,30000,10
178,30,100,1,10.2,178,30000,10
179,30,100,1,10.2,179,30000,10
180,30,100,1,10.2,180,30000,10
181,30,100,1,10.3,181,30000,10
182,30,100,1,10.3,182,30000,10
183,30,100,1,10.7,183,30000,10
184,30,100,1,10.7,184,30000,10
185,30,100,1,10.7,185,30000,10
186,30,100,1,10.7,186,30000,10
187,30,100,1,10.9,187,30000,10
188,30,100,1,10.9,188,30000,10
189,30,100,1,10.9,189,30000,10
190,30,100,1,11.8,190,30000,10
191,30,100,1,11.8,191,30000,10
192,30,100,1,11.8,192,30000,10
193,30,100,1,11.9,193,30000,10
194,30,100,1,12.1,194,30000,10
195,30,100,1,12.1,195,30000,10
196,30,100,1,12.1,196,30000,10
197,30,100,1,12.1,197,30000,10
198,30,100,1,12.1,198,30000,10
199,30,100,1,12.7,199,30000,10
200,30,100,1,12.7,200,30000,10
201,30,100,1,12.7,201,30000,10
