,n,t,r,d,i,id,iter
0,30,180,1,0.0,0,1500,1
1,30,180,1,0.0,1,1500,1
2,30,180,1,0.0,2,1500,1
3,30,180,1,0.0,3,1500,1
4,30,180,1,0.0,4,1500,1
5,30,180,1,0.0,5,1500,1
6,30,180,1,0.0,6,1500,1
7,30,180,1,0.0,7,1500,1
8,30,180,1,0.0,8,1500,1
9,30,180,1,0.0,9,1500,1
10,30,180,1,0.0,10,1500,1
11,30,180,1,0.0,11,1500,1
12,30,180,1,0.0,12,1500,1
13,30,180,1,0.0,13,1500,1
14,30,180,1,0.0,14,1500,1
15,30,180,1,0.0,15,1500,1
16,30,180,1,0.0,16,1500,1
17,30,180,1,0.0,17,1500,1
18,30,180,1,0.0,18,1500,1
19,30,180,1,0.0,19,1500,1
20,30,180,1,0.0,20,1500,1
21,30,180,1,0.0,21,1500,1
22,30,180,1,0.0,22,1500,1
23,30,180,1,0.0,23,1500,1
24,30,180,1,0.0,24,1500,1
25,30,180,1,0.0,25,1500,1
26,30,180,1,0.0,26,1500,1
27,30,180,1,0.0,27,1500,1
28,30,180,1,0.0,28,1500,1
29,30,180,1,0.0,29,1500,1
30,30,180,1,0.0,30,1500,1
31,30,180,1,0.0,31,1500,1
32,30,180,1,0.0,32,1500,1
33,30,180,1,0.0,33,1500,1
34,30,180,1,0.0,34,1500,1
35,30,180,1,0.0,35,1500,1
36,30,180,1,0.0,36,1500,1
37,30,180,1,0.0,37,1500,1
38,30,180,1,0.0,38,1500,1
39,30,180,1,0.0,39,1500,1
40,30,180,1,0.0,40,1500,1
41,30,180,1,0.0,41,1500,1
42,30,180,1,0.0,42,1500,1
43,30,180,1,0.0,43,1500,1
44,30,180,1,0.0,44,1500,1
45,30,180,1,0.0,45,1500,1
46,30,180,1,0.0,46,1500,1
47,30,180,1,0.0,47,1500,1
48,30,180,1,0.0,48,1500,1
49,30,180,1,0.0,49,1500,1
50,30,180,1,0.0,50,1500,1
51,30,180,1,0.0,51,1500,1
52,30,180,1,0.0,52,1500,1
53,30,180,1,0.0,53,1500,1
54,30,180,1,0.0,54,1500,1
55,30,180,1,0.0,55,1500,1
56,30,180,1,0.0,56,1500,1
57,30,180,1,0.0,57,1500,1
58,30,180,1,0.0,58,1500,1
59,30,180,1,0.0,59,1500,1
60,30,180,1,0.0,60,1500,1
61,30,180,1,0.0,61,1500,1
62,30,180,1,0.0,62,1500,1
63,30,180,1,0.0,63,1500,1
64,30,180,1,0.0,64,1500,1
65,30,180,1,0.0,65,1500,1
66,30,180,1,0.0,66,1500,1
67,30,180,1,0.0,67,1500,1
68,30,180,1,0.0,68,1500,1
69,30,180,1,0.0,69,1500,1
70,30,180,1,0.0,70,1500,1
71,30,180,1,0.0,71,1500,1
72,30,180,1,0.0,72,1500,1
73,30,180,1,0.0,73,1500,1
74,30,180,1,0.0,74,1500,1
75,30,180,1,0.0,75,1500,1
76,30,180,1,0.0,76,1500,1
77,30,180,1,0.0,77,1500,1
78,30,180,1,0.0,78,1500,1
79,30,180,1,0.0,79,1500,1
80,30,180,1,0.0,80,1500,1
81,30,180,1,0.0,81,1500,1
82,30,180,1,0.0,82,1500,1
83,30,180,1,0.0,83,1500,1
84,30,180,1,0.0,84,1500,1
85,30,180,1,0.0,85,1500,1
86,30,180,1,0.0,86,1500,1
87,30,180,1,0.0,87,1500,1
88,30,180,1,0.0,88,1500,1
89,30,180,1,0.0,89,1500,1
90,30,180,1,0.0,90,1500,1
91,30,180,1,0.0,91,1500,1
92,30,180,1,0.0,92,1500,1
93,30,180,1,0.0,93,1500,1
94,30,180,1,0.0,94,1500,1
95,30,180,1,0.0,95,1500,1
96,30,180,1,0.0,96,1500,1
97,30,180,1,0.0,97,1500,1
98,30,180,1,0.0,98,1500,1
99,30,180,1,0.0,99,1500,1
100,30,180,1,0.0,100,1500,1
101,30,180,1,0.0,101,1500,1
102,30,180,1,0.0,102,1500,1
103,30,180,1,0.0,103,1500,1
104,30,180,1,0.0,104,1500,1
105,30,180,1,0.0,105,1500,1
106,30,180,1,0.0,106,1500,1
107,30,180,1,0.0,107,1500,1
108,30,180,1,0.0,108,1500,1
109,30,180,1,0.0,109,1500,1
110,30,180,1,0.0,110,1500,1
111,30,180,1,0.0,111,1500,1
112,30,180,1,0.0,112,1500,1
113,30,180,1,0.0,113,1500,1
114,30,180,1,0.0,114,1500,1
115,30,180,1,0.0,115,1500,1
116,30,180,1,0.0,116,1500,1
117,30,180,1,0.0,117,1500,1
118,30,180,1,0.0,118,1500,1
119,30,180,1,0.0,119,1500,1
120,30,180,1,0.0,120,1500,1
121,30,180,1,0.0,121,1500,1
122,30,180,1,0.0,122,1500,1
123,30,180,1,0.0,123,1500,1
124,30,180,1,2.0,124,1500,1
125,30,180,1,2.0,125,1500,1
126,30,180,1,2.0,126,1500,1
127,30,180,1,2.0,127,1500,1
128,30,180,1,2.0,128,1500,1
129,30,180,1,3.0,129,1500,1
